Delta_AF3,Delta_AF4,Delta_F3,Delta_F7,Delta_F8,Delta_FC5,Delta_O2,Delta_P8,Delta_T8,Alpha_AF3,Alpha_AF4,Alpha_F3,Alpha_F7,Alpha_F8,Alpha_FC5,Alpha_O2,Alpha_P8,Alpha_T8,Beta_AF3,Beta_AF4,Beta_F3,Beta_F7,Beta_F8,Beta_FC5,Beta_O2,Beta_P8,Beta_T8,Gamma_AF3,Gamma_AF4,Gamma_F3,Gamma_F7,Gamma_F8,Gamma_FC5,Gamma_O2,Gamma_P8,Gamma_T8,Suj,Tarea_R0_E1,Tarea_R0_E1
11.525668,11.429122,11.168073,11.15401,12.432785,6.865615,11.202108,8.022502,8.274075,9.492603,15.870795,11.911576,13.79445,13.070811,12.837645,12.069202,10.518201,10.07628,22.746469,24.645955,25.043717,23.382491,26.875382,25.860232,24.553696,23.484387,24.114321,15.025766,15.132256,15.344124,17.339238,18.242998,16.639854,17.293605,15.25243,16.04705,3,1,2
11.590593,11.508036,11.245859,11.228457,12.509631,6.986896,11.273748,8.116643,8.218557,9.480686,15.854499,11.839549,13.734397,13.019576,12.780596,12.124724,10.516845,10.052018,22.761683,24.655974,25.039671,23.428626,26.871879,25.84154,24.597851,23.45896,24.09186,15.023906,15.129912,15.407411,17.410588,18.197698,16.607964,17.284955,15.257432,15.864753,3,1,2
11.65792,11.584839,11.322645,11.300777,12.583618,7.095194,11.341911,8.212171,8.16683,9.540051,15.836817,11.762922,13.674294,12.966229,12.723142,12.196621,10.513913,10.03013,22.77714,24.666253,25.037203,23.472094,26.871173,25.824065,24.641155,23.434791,24.070328,15.021924,15.127488,15.479147,17.469556,18.169562,16.581855,17.276935,15.262125,15.688179,3,1,2
11.725725,11.659892,11.398914,11.371945,12.655329,7.199857,11.407244,8.309049,8.117182,9.640374,15.816938,11.679622,13.610803,12.907677,12.663874,12.28874,10.509655,10.010125,22.792875,24.676672,25.036479,23.510904,26.873523,25.80781,24.683469,23.411893,24.050092,15.019806,15.124974,15.560514,17.509485,18.161359,16.561458,17.269066,15.266508,15.518993,3,1,2
11.791564,11.734121,11.474721,11.443528,12.725675,7.277992,11.470599,8.407945,8.069832,9.741156,15.794025,11.589802,13.543336,12.835862,12.600008,12.400108,10.504297,9.991614,22.808933,24.687291,25.037579,23.544273,26.878957,25.792773,24.724782,23.390278,24.031403,15.017547,15.122365,15.651461,17.528764,18.173463,16.546672,17.2609,15.270582,15.358422,3,1,2
11.855459,11.808687,11.550253,11.517604,12.795778,7.329251,11.533107,8.509216,8.023857,9.828116,15.76705,11.492596,13.473449,12.740379,12.53181,12.541973,10.498042,9.974301,22.825368,24.698314,25.040444,23.573393,26.88719,25.778945,24.76524,23.369959,24.01442,15.015158,15.119663,15.750056,17.532662,18.202928,16.537295,17.251819,15.274349,15.207361,3,1,2
11.916832,11.883626,11.624428,11.594996,12.865455,7.330262,11.594359,8.613986,7.978441,9.899726,15.734661,11.386811,13.394011,12.62083,12.44963,12.591354,10.491041,9.95795,22.842222,24.709909,25.044977,23.600027,26.897898,25.766301,24.804995,23.350946,23.999236,15.012655,15.116874,15.85384,17.52741,18.246222,16.53294,17.240924,15.277813,15.129078,3,1,2
11.975511,11.958104,11.696494,11.67597,12.934315,7.250458,11.653867,8.723926,7.932514,9.958103,15.694563,11.271681,13.302951,12.482084,12.349393,12.463002,10.483409,9.942371,22.859528,24.722026,25.051266,23.622802,26.911268,25.754822,24.843993,23.333244,23.985893,15.010036,15.113981,15.963424,17.511096,18.305164,16.533221,17.228126,15.280979,15.132798,3,1,2
12.032224,12.032864,11.766962,11.761542,13.003292,7.059713,11.712158,8.841273,7.88442,10.005355,15.644537,11.143293,13.189225,12.332038,12.224143,12.307466,10.475243,9.927412,22.877319,24.734592,25.059488,23.639057,26.927718,25.744498,24.882119,23.316855,23.974399,15.007288,15.110962,16.080529,17.479701,18.383514,16.537824,17.21378,15.283851,15.136064,3,1,2
12.086754,12.107165,11.835815,11.851619,13.072501,6.802488,11.769105,8.977936,7.832426,10.043184,15.583109,11.002439,13.051032,12.179159,12.074727,12.197792,10.466642,9.912953,22.895638,24.747543,25.069921,23.644771,26.947952,25.735317,24.919227,23.301778,23.964735,15.004394,15.107781,16.208031,17.428205,18.48707,16.546402,17.198919,15.286433,15.138874,3,1,2
12.137721,12.179748,11.903336,11.946654,13.142443,6.530954,11.825724,9.141292,7.821997,10.073146,15.510923,10.850827,12.891226,12.027941,11.907533,12.152935,10.4577,9.898889,22.914524,24.76096,25.082776,23.637903,26.972522,25.727265,24.955225,23.288014,23.956867,15.001346,15.104417,16.347059,17.356952,18.618922,16.558473,17.183919,15.288728,15.141229,3,1,2
12.17847,12.245338,11.970204,12.047347,13.214006,6.272257,11.883685,9.347949,7.851691,10.09673,15.430337,10.692036,12.716968,11.879866,11.728284,12.189305,10.448469,9.885065,22.93401,24.775015,25.098174,23.61848,27.001813,25.720325,24.990039,23.27556,23.950738,14.998143,15.10086,16.497176,17.270556,18.779781,16.573535,17.168416,15.29074,15.143132,3,1,2
12.224514,12.290111,12.036031,12.150307,13.287656,6.048834,11.940857,9.679975,7.879603,10.115213,15.344006,10.564567,12.533576,11.733277,11.53535,12.296212,10.438953,9.871267,22.954128,24.789872,25.116253,23.586757,27.036334,25.714484,25.023558,23.26441,23.946286,16.747393,16.149472,16.658137,17.174001,18.970891,16.59111,17.152192,15.292473,15.144583,3,1,2
12.315534,12.344137,12.097311,12.232683,13.358972,5.933348,11.994191,9.897841,7.905775,10.129349,15.25414,10.531326,12.353859,11.605243,11.36053,12.126067,10.429151,9.857314,22.974935,24.80564,25.137317,23.541607,27.077124,25.709734,25.055664,23.254552,23.943446,15.066275,15.093106,16.831595,17.070568,19.196737,16.610879,17.136279,15.293929,15.145584,3,1,2
12.375513,12.337098,12.146699,12.251339,13.413272,5.955115,12.039037,9.554334,7.930244,10.139234,15.162342,10.4983,12.183514,11.487312,11.224775,11.747719,10.419084,9.843129,22.996543,24.822381,25.16207,23.47931,27.126423,25.70608,25.08629,23.245978,23.942166,15.054974,15.08881,17.022985,16.960936,19.468307,16.632731,22.135912,15.29511,15.146138,3,1,2
12.412381,12.284205,12.175763,12.20583,13.432748,6.003056,12.070899,9.39731,7.953038,10.145482,15.069076,10.464151,12.014642,11.372589,11.142305,11.513001,10.408773,9.828715,23.018995,24.840325,25.190916,23.401756,27.185813,25.703518,25.115205,23.238682,23.942401,14.983566,15.084196,17.233302,16.85016,19.790412,16.656457,17.115882,15.29602,15.146246,3,1,2
12.425029,12.222637,12.182991,12.140697,13.417046,6.09936,12.087206,9.263984,7.974186,10.148509,14.974528,10.426726,11.844139,11.261268,11.052835,11.426048,10.398226,9.81411,23.042348,24.85969,25.224376,23.310961,27.257433,25.702053,25.142183,23.232665,23.944127,14.979383,15.079238,17.464169,16.741668,20.169883,16.681923,17.111748,15.29666,15.145906,3,1,2
12.417018,12.175289,12.173241,12.082332,13.382439,6.308062,12.088722,9.13027,7.993713,10.148592,14.878632,10.383745,11.674491,11.156522,10.955009,11.348235,10.387435,9.799352,23.066691,24.880681,25.263294,23.208046,27.344652,25.701692,25.167041,23.227929,23.947337,14.974948,15.073885,17.719351,16.636604,20.618748,16.709139,17.113249,15.29703,15.145119,3,1,2
12.395199,12.147957,12.153391,12.036778,13.343683,6.664027,12.078647,9.01248,8.011645,10.145741,14.780699,10.33358,11.505662,11.060443,10.846995,11.277193,10.376373,9.784442,23.09209,24.903538,25.308553,23.095429,27.451291,25.702451,25.189463,23.224479,23.952043,14.970245,15.068104,18.001945,16.536037,21.149962,16.738173,17.120531,15.297134,15.143883,3,1,2
12.364587,12.13493,12.127483,12.001132,13.306163,6.125167,12.059725,8.921342,8.028008,10.140919,14.679415,10.276576,11.332451,10.975449,10.725704,11.211294,10.365011,9.769334,23.118668,24.928517,25.361704,22.973952,27.583623,25.704345,25.209408,23.222326,23.958281,14.965243,15.061803,18.318611,16.438795,21.785906,16.769101,17.13578,15.29697,15.142195,3,1,2
12.327848,12.129781,12.097603,11.971723,13.270414,5.781441,12.033321,8.846301,8.042829,10.135286,14.572412,10.213657,11.127916,10.90449,10.587115,11.149297,10.353323,9.75394,23.146574,24.955959,25.424935,22.844382,27.749747,25.70739,25.226905,23.221481,23.966107,14.959903,15.05487,18.678435,16.343457,22.555538,16.801945,17.161257,15.29654,15.140051,3,1,2
12.289105,12.130235,12.069088,11.94761,13.238281,5.751305,12.003925,8.776656,8.056131,10.129071,14.45536,10.146205,10.79449,10.846454,10.429337,11.090105,10.341284,9.738148,23.175935,24.986298,25.668608,22.708221,27.953846,25.7116,25.241761,23.221962,23.975594,14.954191,15.047201,20.067371,16.250044,23.473196,16.836712,17.197175,15.295843,16.230267,3,1,2
12.250049,12.134306,12.046191,11.927603,13.209768,5.733714,11.974044,8.709962,8.067937,10.121483,14.329572,10.076001,10.858299,10.805667,10.268061,11.03252,10.328858,9.721831,23.206834,25.020023,25.593117,22.567321,28.168536,25.716989,25.253402,23.223791,23.986834,14.948085,15.038712,19.890278,16.16045,24.437476,16.873375,17.241318,15.29488,20.529426,3,1,2
12.210655,12.141508,12.032024,11.911833,13.185598,5.710678,11.946494,8.644346,8.123724,10.110769,14.276954,10.00369,11.32795,10.783717,10.176318,10.975342,10.316003,9.704868,23.239385,25.057725,25.706482,22.422851,28.26221,25.723572,25.261336,23.226991,23.999935,15.038002,15.21599,20.13366,16.07662,24.964089,16.911939,17.291366,15.293648,15.224987,3,1,2
12.169738,12.150033,12.024619,11.898971,13.164408,5.677754,11.921611,8.583695,8.176251,10.094707,14.289536,9.929413,11.724825,10.783655,10.2387,10.917557,10.302669,9.687154,23.273674,25.100035,25.848399,22.275807,28.082615,25.731372,25.264733,23.23159,24.015016,15.189953,15.511088,20.807747,16.002175,24.493495,16.952464,17.343363,15.292147,15.126779,3,1,2
12.126299,12.15868,12.020464,11.888348,13.145465,5.623911,11.899857,8.547439,8.202473,10.071127,14.295922,9.852992,11.927988,10.809258,10.385161,10.858224,10.288793,9.668597,23.309757,25.147547,26.030188,22.126983,27.756795,25.740414,25.262357,23.237616,24.032207,15.353479,15.830632,21.63454,15.942387,23.492652,16.995038,17.391815,15.290374,18.584043,3,1,2
12.079495,12.166382,12.01685,11.879531,13.128165,5.531674,11.881774,8.554738,8.221593,10.037572,14.29964,9.773905,11.638263,10.865946,10.533422,10.796232,10.274311,9.649107,23.347688,25.200824,26.270627,21.976753,27.433851,25.750728,25.252955,23.245102,24.051645,15.529173,16.175152,22.683193,15.903146,22.509696,17.03975,17.431084,15.288327,15.117212,3,1,2
12.028369,12.17514,12.01201,11.871919,13.112037,5.382889,11.86775,8.560509,8.23724,9.991821,14.30784,9.691535,11.343204,10.960837,10.664491,10.730403,10.259175,9.628591,23.387508,25.260335,26.599717,21.825075,27.14893,25.762344,25.235407,23.254081,24.073472,15.717657,16.545099,24.064162,15.891077,21.674318,17.086703,17.455982,15.286004,15.474295,3,1,2
11.972121,12.18163,12.005825,11.864459,13.099338,5.251969,11.857948,8.564743,8.25603,9.932778,14.326269,9.605364,11.138726,11.102417,10.780245,10.65979,10.243368,9.606945,23.429238,25.326319,27.023807,21.671506,26.89996,25.775292,25.208815,23.264588,24.097827,15.919641,16.940267,25.801174,15.913942,20.979711,17.136016,17.462202,15.283403,15.125901,3,1,2
11.909504,12.182015,12.000732,11.855453,13.086726,5.145746,11.852174,8.567427,8.287017,9.861136,14.360715,9.515176,11.0001,11.29666,10.885842,10.584042,10.226924,9.584089,23.472881,25.398509,27.153602,21.51532,26.679619,25.789608,25.172679,23.276663,24.124845,16.563574,17.358735,26.464948,15.980167,20.400019,17.187809,17.446946,15.28052,15.278576,3,1,2
11.839238,12.174278,11.99932,11.842465,13.071792,5.035155,11.849105,8.568543,8.334858,9.780031,14.418271,9.540824,10.887792,11.525928,10.986495,10.50417,10.209955,9.56004,23.518405,25.475628,26.687282,21.356259,26.481502,25.805336,25.127036,23.290342,24.154642,16.366444,17.794976,24.947564,16.093873,19.912932,17.242187,17.40933,15.277353,15.442784,3,1,2
11.760264,12.156425,11.998304,11.827642,13.052352,4.94654,11.845706,8.568073,8.388969,9.695871,14.507928,9.691219,10.743192,11.669773,11.08741,10.425143,10.192618,9.534953,23.565719,25.554804,26.226008,21.198354,26.300863,25.822522,25.072634,23.305664,24.187313,16.611139,18.238017,23.457015,16.228837,19.501575,17.299252,17.350505,15.273898,15.618126,3,1,2
11.675162,12.126292,11.990358,11.803666,13.025489,5.006548,11.836601,8.565993,8.449513,9.616441,14.637953,9.91171,10.52271,11.508829,11.193578,10.360071,10.175081,9.50913,23.614597,25.630443,25.866727,21.059903,26.134211,25.841216,25.010733,23.32267,24.222922,16.868489,18.667208,22.349159,16.260086,19.15319,17.359097,17.273073,15.270151,15.804175,3,1,2
11.607544,12.082193,11.967792,11.768128,12.988326,5.052306,11.815458,8.562284,8.518814,9.543937,14.795097,10.222585,10.28905,11.17868,11.308717,10.331669,10.157461,9.483029,23.664643,25.69205,25.578246,20.96562,25.978505,25.861474,24.942171,23.341402,24.261472,17.13786,19.043371,21.511251,16.018201,18.859624,17.421851,17.180218,15.266109,16.000293,3,1,2
11.581864,12.022754,11.9247,11.717434,12.938245,5.079037,11.776256,8.556926,8.61176,9.478106,14.87235,10.615636,10.090244,10.861942,11.434737,10.356707,10.139787,9.457115,23.715195,25.725615,25.336442,20.901954,25.831618,25.883349,24.868368,23.361903,24.302891,17.416772,19.314691,20.855507,15.596186,18.614938,17.487674,17.075981,15.261767,16.205621,3,1,2
11.563382,11.945964,11.855247,11.646957,12.871777,5.090101,11.712966,8.549905,8.721133,9.524535,14.75917,10.82067,10.20843,10.605301,11.57088,10.425922,10.12197,9.431711,23.765194,25.717934,25.126872,20.844067,25.691911,25.906903,24.790859,23.384214,24.346998,17.700887,19.432377,20.329416,15.164357,18.414902,17.55673,16.964383,15.257122,16.418993,3,1,2
11.528904,11.848669,11.751228,11.551384,12.783893,5.099646,11.618803,8.541208,8.840813,9.553297,14.578178,10.797514,10.323185,10.406882,11.713788,10.515456,10.103836,9.406912,23.813146,25.663682,24.940501,20.784202,25.557751,25.932197,24.71076,23.408378,24.393456,17.984781,19.376655,19.901712,14.775048,18.257496,17.629144,16.848981,15.252167,16.638698,3,1,2
11.474468,11.727547,11.60411,11.426169,12.66981,5.105906,11.487596,8.530825,8.928977,9.564115,14.42531,10.824991,10.436225,10.263325,11.857902,10.607409,10.085204,9.382718,23.857077,25.569589,24.771291,20.721936,25.427536,25.959298,24.628907,23.434439,24.44172,18.261691,19.171997,19.553375,14.430234,18.143029,17.705051,16.733008,15.246897,16.862368,3,1,2
11.4065,11.581978,11.412022,11.272664,12.529312,5.112373,11.317681,8.518752,8.910067,9.626913,14.315304,10.886604,10.548027,10.165227,11.997751,10.693539,10.065946,9.359302,23.894168,25.450553,24.615386,20.658345,25.300384,25.988275,24.546757,23.462448,24.491001,18.520156,18.872443,19.270638,14.123839,18.071808,17.784559,16.619134,15.241305,17.086844,3,1,2
11.330338,11.416007,11.180544,11.100625,12.368586,5.121632,11.114375,8.504987,8.739071,9.69502,14.242119,10.977579,10.66013,10.104339,12.132404,10.771117,10.045985,9.337137,23.921268,25.320056,24.469681,20.594365,25.174901,26.019198,24.46505,23.492461,24.540155,18.747901,18.527275,19.045376,13.848725,18.046572,17.867857,16.509142,15.235383,17.30774,3,1,2
11.241256,11.235148,10.916936,10.91979,12.195382,5.134878,10.891219,8.489531,8.500609,9.7647,14.196066,10.963812,10.775461,10.073583,12.267334,10.839748,10.02527,9.317064,23.935353,25.187212,24.331418,20.530632,25.049245,26.052148,24.384013,23.524548,24.587631,18.93326,18.169957,18.874319,13.59888,18.073151,17.955205,16.404483,15.229118,17.519231,3,1,2
11.122248,11.04346,10.652783,10.733814,12.014578,5.151532,10.676672,8.472384,8.251852,9.849097,14.167916,10.873259,10.897884,10.0651,12.41063,10.899641,10.003724,9.300257,23.933764,25.057625,24.198433,20.467789,24.922149,26.087201,24.304194,23.558792,24.63145,19.064803,17.820511,18.75685,13.370104,18.156468,18.046762,16.306347,15.222497,17.713996,3,1,2
10.957167,10.843482,10.467089,10.54403,11.828089,5.169383,10.48825,8.45355,8.024427,9.962367,14.149519,10.532404,11.035673,10.073211,12.566971,10.951226,9.981246,9.288102,23.91551,24.933711,24.068045,20.406064,24.794027,26.124436,24.225579,23.595287,24.669215,19.136624,17.487967,18.697705,13.158952,18.288426,18.142673,16.215473,15.215502,17.883211,3,1,2
10.751415,10.637235,10.294642,10.351812,11.637069,5.185648,10.3059,8.433045,7.967035,10.097388,14.137826,10.350413,11.19246,10.097365,12.716099,10.994958,9.957694,9.282037,23.881185,24.816636,23.937227,20.3458,24.67592,26.163933,24.148406,23.634134,24.698286,19.147408,17.176203,18.708285,12.981728,18.390469,18.243075,16.132719,15.208115,18.017196,3,1,2
10.525233,10.426473,10.106321,10.15816,11.443509,5.197975,10.117027,8.410899,7.954433,10.237105,14.134762,10.246096,11.377493,10.138851,12.796473,11.031248,9.93294,9.283362,23.833199,24.706591,23.801106,20.287164,24.597298,26.205774,24.072761,23.675437,24.71613,19.100767,16.88583,18.813922,12.993722,18.25754,18.34809,16.058624,15.200317,18.106701,3,1,2
10.293835,10.213023,9.906827,9.963612,11.248718,5.205011,9.92131,8.387134,7.944308,10.371957,14.143052,10.195327,11.612611,10.204049,12.800356,11.117275,9.906927,9.293088,23.775413,24.603035,23.649136,20.229923,24.562124,26.250061,23.998294,23.719319,24.720819,19.002531,16.615748,19.077794,13.005339,17.857429,18.458015,15.992975,15.223798,18.144746,3,1,2
10.064241,9.9988,9.699932,9.768865,11.052737,5.217987,9.721489,8.361773,7.93706,10.497271,14.164143,10.185712,11.967421,10.29531,12.797104,11.21648,9.879706,9.311825,23.711879,24.505669,23.449235,20.174155,24.539473,26.296929,23.924966,23.765923,24.711519,18.858181,16.364738,19.714193,13.016588,17.399789,18.573336,15.936095,15.373045,18.128393,3,1,2
9.839003,9.785631,9.482652,9.574699,10.856394,5.226537,9.520346,8.334828,7.93278,10.610732,14.198674,10.284515,12.74403,10.420488,12.820366,11.312194,9.851404,9.339677,23.646365,24.414059,23.062256,20.119867,24.514903,26.34654,23.852728,23.815408,24.688691,18.672223,16.131272,21.67198,13.027477,16.981333,18.694641,15.887874,15.530081,18.059487,3,1,2
9.619165,9.57498,9.297754,9.381821,10.660818,5.229493,9.319938,8.306296,7.931256,10.711642,14.247051,10.408942,12.102895,10.589302,12.878066,11.40616,9.822243,9.376199,23.581753,24.327908,23.332989,20.067233,24.486641,26.399048,23.781673,23.867954,24.653957,18.449901,15.913856,19.157581,13.038002,16.613435,18.822422,15.848636,15.695641,17.944174,3,1,2
9.404914,9.367673,9.104037,9.190594,10.466633,5.22731,9.121296,8.276142,7.932031,10.800522,14.309644,10.537424,11.972429,10.819335,12.975031,11.498514,9.792523,9.420445,23.519888,24.247143,23.374467,20.016687,24.455859,26.454602,23.712076,23.923757,24.609679,18.198791,15.711053,18.250852,13.04814,16.28926,18.957116,15.819722,15.870567,17.791368,3,1,2
9.195523,9.164136,8.910521,9.000776,10.273795,5.220653,8.924534,8.24431,7.934497,10.880284,14.38785,10.672676,11.93627,11.138655,13.114739,11.592921,9.762447,9.47102,23.461659,24.17123,23.376193,19.968141,24.423556,26.513407,23.643989,23.983049,24.558464,17.926751,15.521296,17.64931,13.057908,16.021731,19.099376,15.799835,16.05585,17.61094,3,1,2
8.993642,8.96452,8.717228,8.811374,10.081816,5.210257,8.728783,8.210716,7.937993,10.955633,14.482659,10.817688,11.935008,11.626342,13.287709,11.68957,9.732062,9.526218,23.407191,24.099715,23.362492,19.921521,24.390492,26.575707,23.577609,24.046102,24.502771,17.642316,15.343255,17.183293,13.067318,16.030016,19.249996,15.786831,16.252659,17.412264,3,1,2
8.793713,8.76862,8.521339,8.619897,9.890239,5.196942,8.530438,8.175262,7.941899,11.033199,14.592109,10.975403,11.94264,12.506614,13.41124,11.790773,9.701331,9.584333,23.356142,24.032155,23.341175,19.876715,24.357148,26.641762,23.513368,24.113243,24.444682,17.353412,15.175772,16.796386,14.708221,16.037934,19.409826,15.776628,16.462374,17.203352,3,1,2
8.594703,8.577998,8.34943,8.424925,9.705846,5.185152,8.332754,8.137845,7.945703,11.123152,14.698562,11.146555,11.939884,12.466562,13.323083,11.897791,9.670202,9.644031,23.308219,23.968347,23.315999,19.833813,24.324056,26.711806,23.45203,24.184863,24.385833,17.066509,15.176011,16.462003,14.56816,16.045492,19.579698,16.912101,17.335523,16.990558,3,1,2
8.396926,8.408487,8.199176,8.273186,9.561321,5.183007,8.184511,8.098362,7.949023,11.245811,14.750957,11.326128,11.913621,11.669748,13.09123,11.980269,9.638656,9.704566,23.263296,23.908227,23.289162,19.79303,24.291755,26.786082,23.394722,24.261437,24.327423,16.78613,15.186743,16.165445,13.093467,16.052679,19.76052,15.744257,16.927454,16.778625,3,1,2
8.193997,8.284412,8.071539,8.166547,9.432661,5.17985,8.052378,8.056721,7.951584,11.46241,14.710272,11.495743,11.862389,11.088418,12.858696,12.02287,9.62137,9.765818,23.221066,23.851509,23.261671,19.754318,24.260426,26.864905,23.342879,24.343554,24.270271,16.51513,15.196919,15.898276,13.10148,16.059512,19.953457,15.705546,17.187216,16.570951,3,1,2
8.00946,8.162355,7.943385,8.049578,9.311169,5.1763,7.919868,8.012853,7.953214,11.663031,14.615955,11.612201,11.79304,10.746795,12.659525,11.993916,9.610511,9.828078,23.181159,23.797883,23.23405,19.717557,24.230122,26.94866,23.297886,24.431953,24.214919,16.255192,15.206589,15.654952,13.109158,16.066019,20.159937,15.637744,17.468871,16.369883,3,1,2
7.962554,8.042266,7.816131,7.929759,9.188278,5.173064,7.792343,7.966692,7.953807,11.292343,14.516247,11.630264,11.714548,10.490743,12.491352,11.898379,9.598989,9.891778,23.143291,23.747105,23.206665,19.682659,24.200893,27.037766,23.26043,24.527571,24.1617,16.007124,15.215792,15.431459,13.116514,16.07222,20.381595,15.53529,17.776092,16.17697,3,1,2
8.030319,7.925612,7.691609,7.810464,9.066706,5.170886,7.673453,7.918155,7.953286,11.09997,14.427943,11.563215,11.634042,10.288273,12.347473,11.787876,9.585561,9.957253,23.107276,23.698964,23.179774,19.64955,24.172779,27.132607,23.230087,24.63162,24.110794,15.771134,15.224563,15.224814,13.123557,16.078132,20.620173,15.400392,18.113564,17.041561,3,1,2
8.104354,7.812492,7.570909,7.693442,9.082029,5.184862,7.557102,7.867106,7.951577,10.965984,14.353027,11.462122,11.55583,10.122529,12.22229,11.68222,9.568427,10.024585,23.072994,23.653272,23.153548,19.618156,24.145799,27.233608,23.205524,24.745695,24.062272,15.547056,15.232933,15.032737,13.130297,16.083771,20.877673,15.241526,18.487405,16.717737,3,1,2
8.174421,7.794471,7.454847,7.579767,9.169591,5.205797,7.446916,7.813297,7.948593,10.858637,14.289813,11.359712,11.482028,9.983432,12.111689,11.598474,9.545113,10.093605,23.040351,23.609854,23.128106,19.58841,24.119961,27.34126,23.18513,24.871962,24.01613,15.334503,15.240928,14.887537,13.136743,16.089153,21.156415,15.069156,18.905839,15.654934,3,1,2
8.241083,7.894537,7.480813,7.483868,9.254756,5.231239,7.352579,7.756275,7.944246,10.766283,14.236194,11.267061,11.413397,9.864378,12.012677,11.524473,9.512391,10.163933,23.009265,23.568557,23.103524,19.560247,24.095268,27.456037,23.167517,25.013443,23.972317,15.132963,15.248575,14.893412,13.142902,16.094288,21.458895,14.89225,19.380233,15.500802,3,1,2
8.304633,7.988558,7.557218,7.391978,9.334702,5.262355,7.320972,7.695239,7.938457,10.683458,14.190362,11.185947,11.34997,9.760734,11.923039,11.449808,9.466359,10.235082,22.979668,23.52925,23.07985,19.533609,24.071714,27.578443,23.151696,25.174533,23.930756,14.966436,15.255894,14.899009,13.148782,16.099189,21.787834,14.894156,19.926967,15.356612,3,1,2
8.365254,8.076802,7.629667,7.353446,9.410017,5.315987,7.412478,7.628802,7.93118,10.607184,14.150885,11.115351,11.291446,9.669065,11.841103,11.355771,9.40236,10.306556,22.9515,23.491819,23.057111,19.508442,24.049287,27.70907,23.137041,25.361959,23.891362,14.972993,15.262904,14.904345,13.15439,16.103867,22.146243,14.898864,20.570979,15.222197,3,1,2
8.423075,8.159765,7.698382,7.421924,9.481161,5.38317,7.496987,7.554525,7.922411,10.535665,14.116651,11.053695,11.237392,9.586744,11.76558,11.251881,9.314054,10.377874,22.92471,23.456168,23.035325,19.484696,24.027972,27.848541,23.123198,25.586767,23.85404,14.979228,15.26962,14.909432,13.159734,16.10833,22.537239,14.903358,21.353062,15.125925,3,1,2
8.478197,8.237954,7.763583,7.486832,9.548499,5.464036,7.575505,7.467847,7.91219,10.467735,14.086792,10.999507,11.187352,9.511689,11.695459,11.135679,9.190575,10.448576,22.899254,23.422208,23.0145,19.462321,24.00775,27.997235,23.109982,25.869018,23.818694,14.985158,15.276057,14.914283,13.164818,16.112588,22.963226,14.907646,22.347096,15.132236,3,1,2
8.5307,8.311824,7.82548,7.548555,9.61233,5.558834,7.648801,7.359034,7.900597,10.402596,14.06063,10.951585,11.140895,9.442209,11.629941,11.011642,9.008785,10.543788,22.875092,23.389858,22.994641,19.441274,23.988603,28.154828,23.097311,26.251272,23.785227,14.990796,15.282228,14.918909,13.169651,16.116648,23.424283,14.911735,23.709577,15.13815,3,1,2
8.580656,8.381769,7.884267,7.607402,9.672903,5.660619,7.717486,7.200906,7.887732,10.339669,14.037623,10.908973,11.097633,9.37693,11.568397,10.882829,8.703121,10.645075,22.852185,23.359048,22.975747,19.421512,23.970508,28.319602,23.085158,26.852806,23.753551,14.996159,15.288146,14.92332,13.174237,16.120517,23.915461,14.915631,25.878755,15.143685,3,1,2
8.628131,8.448122,7.940124,7.663632,9.730437,5.753122,7.78207,6.848668,7.873696,10.278492,14.017336,10.870893,11.057229,9.320137,11.510349,10.756439,7.92022,10.744024,22.830494,23.329716,22.957815,19.402997,23.953444,28.487079,23.073526,28.311972,23.723587,15.001264,15.293821,14.927525,13.178584,16.124201,24.42166,14.919341,31.199262,15.148856,3,1,2
8.675856,8.511161,7.993215,7.71747,9.785137,5.803284,7.842979,7.049886,7.859903,10.218723,13.999416,10.836733,11.019393,9.274848,11.455457,10.638349,8.492676,10.840401,22.809986,23.301808,22.940841,19.385692,23.937387,28.647823,23.062432,27.326941,23.695259,15.006127,15.299262,14.931533,13.182696,16.127707,24.909528,14.922871,27.544575,15.153679,3,1,2
8.721562,8.571114,8.04369,7.77193,9.837203,5.833307,7.900585,7.207407,7.847515,10.160187,13.98357,10.806001,10.98388,9.233876,11.403518,10.530045,8.959481,10.934115,22.790633,23.275273,22.924817,19.369561,23.922317,28.785223,23.0519,26.533144,23.668498,15.010759,15.304478,14.93535,13.186581,16.131039,25.319416,14.926226,24.593992,15.158168,3,1,2
8.764817,8.628167,8.09169,7.826015,9.886847,5.998503,7.95521,7.28183,7.834294,10.102933,13.969554,10.778303,10.950495,9.197008,11.354468,10.43825,9.225849,11.025163,22.772406,23.250066,22.909732,19.354574,23.908212,28.877748,23.041954,26.103366,23.643233,15.015167,15.309477,14.938983,13.190245,16.134204,25.573643,14.929409,22.982201,15.16234,3,1,2
8.805866,8.682477,8.13735,7.878153,9.934297,6.181075,8.00714,7.32425,7.820257,10.047272,13.95716,10.753288,10.919102,9.164073,11.308379,10.226855,9.418763,11.113416,22.755272,23.226148,22.895578,19.340699,23.895049,28.910207,23.032616,25.810793,23.619401,15.019355,15.314267,14.942435,13.193692,16.137204,25.617747,14.932426,21.876247,15.166208,3,1,2
